Nome Oficial;Nome Fantasia
Ofício do Registro de Imóveis;Cartório Sá Fortes
Tabelionato de Protesto de Títulos;
Ofício de Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Cartório de Registro de Títulos e Documentos e Civil de Pessoas Jurídicas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Raimundo Camilo da Costa
Ofício de Registro Civil e Tabelionato de Notas - Pedra Corrida;Cartório de Paz e Notas 
Ofício de Registro Civil e Tabelionato de Notas - São Sebastião do Baixio;Cartório de Registro Civil e Tabelionato de Notas
Ofício do Registro Civil e Tabelionato de Notas;Cartório Pereira
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil e Notas
Ofício do Registro Civil e Tabelionato de Notas;Cartório do Registro Civil e Notas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Moreira e Abreu
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório José Guimarães Jota
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Paz e Notas
Ofício do Registro Civil e Tabelionato de Notas - Vila Acari;
Ofício do Registro Civil e Tabelionato de Notas;Cartório José Liberato Marques
Ofício do Registro Civil e Tabelionato de Notas;Registro Civil e Notas de Pirajuba
Ofício de Registro Civil Das Pessoas Naturais;Cartório Edma da Conceição Gonçalves
1º Tabelionato de Notas;Cartório Alda Lopes Pereira
2º Tabelionato de Notas;Cartório do 2º Ofício de Notas
Ofício do Registro de Imóveis;Cartório de Imóveis
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Pinheiros Altos;Cartório de Paz e do Registro Civil de Pinheiros Altos
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Santo Antônio do Pirapetinga;Cartório Rezende
Ofício do Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Cartório de Títulos e Documentos e Pessoas Jurídicas
Tabelionato de Protestos de Títulos;Tabelionato de Protestos de Títulos da Comarca de Piranga
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil e Tabelionato da Fátima
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil das Pessoa Naturais e Tabelionato de Notas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Olegário Maciel;Cartório Olegário Maciel
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório Luciana Ribeiro
Ofício do Registro Civil e Tabelionato de Notas - Caiapó;Cartório Carlos Alfredo Amaral
2º Tabelionato de Notas;Cartório do 2º Ofício de Notas
Ofício do Registro de Imóveis;Cartório de Registro de Imóveis Arinisa Lavinas Lamarca
Tabelionato de Protesto de Títulos;Cartório de Protesto de Pirapetinga
Ofício de Registro Civil Das Pessoas Naturais;Cartório Vieira
Ofício do Registro de Imóveis;Serviço Registral AJG
Ofício do Registro de Títulos e Documentos e Civil de Pessoas  Jurídicas;Cartório Márcia dos Santos
Tabelionato de Protesto de Títulos;Cartório de Protesto
1º Tabelionato de Notas;Serviço Notarial do 1º Ofício
2º Tabelionato de Notas;Serviço Notarial do 2º Ofício
Ofício do Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais;Cartório Vilhena
1º Tabelionato de Notas;Cartório Lidia Lopes de Aráujo Cançado
2º Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis;
Ofício do Registro de Títulos e Documentos e Civil de Pessoas Jurídicas.;Cartório do Dininho
Ofício de Registro Civil Das Pessoas Naturais;
1º Ofício do Registro de Títulos e Documentos e Civil Das Pessoas Jurídicas;Cartório de Títulos e Documentos
2º Tabelionato de Notas;Cartório Amâncio Cassini
Ofício do Registro de Imóveis;Cartório Márcio da Silveira Cassini
Tabelionato de Protesto de Títulos;
1º Tabelionato de Notas;Cartório Alvarenga
Ofício do Registro Civil e Tabelionato de Notas;Cartório do Registro Civil e Notas 
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório da Vera
1º Tabelionato de Notas,  Protestos e Ofício de Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Cartório do 1º Ofício
Ofício do Registro de Imóveis;Cartório do Damasceno
Ofício do Registro Civil e Tabelionato de Notas - Paiolinho;Cartório do Zé Maria
2º Tabelionato de Notas;2º Tabelionato de Notas de Poço Fundo
Ofício de Registro Civil Das Pessoas Naturais;Cartório Gavião
Ofício do Registro de Imóveis;Serviço Único Registral de Imóveis
Ofício do Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Serviço de Registro de Títulos e Documentos
1º Tabelionato de Protesto de Títulos;Cartório Protesto
1º Tabelionato de Notas;Tabelionato Vieira
2º Tabelionato de Notas;Cartório do 2º Ofício
Ofìcio do Registro Civil e Tabelionato de  Notas;Cartório Magalhães
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Açaraí;Cartório de Açaraí
Ofício de Registro Civil Das Pessoas e Tabelionato de Notas - Barra Da Figueira;
1º Tabelionato de Notas;Cartório 1º Ofício
2º Tabelionato de Notas;Cartório de Notas 2º Ofício 
Ofício do Registro de Imóveis;Serventia de Registro de Imóveis da Comarca de Pompéu
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Silva Campos;Cartório de Registro Civil e Notas
Tabelionato de Protesto de Títulos;Cartório de Protesto de Títulos
Ofício de Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Cartório Aretusa Campos da Silva
Ofício de Registro Civil Das Pessoas Naturais;
Ofício de Registro Civil Das Pessoas Naturais - 2º Subdistrito;Cartório Barcelos
Ofício de Registro Civil Das Pessoas Naturais -  1º Subdistrito;
1º Tabelionato de Notas;Cartório Amora
2º Tabelionato de Notas;Cartório Mariano Godoy
3º Tabelionato de Notas;Cartório Toninho Piranga
Ofício do Registro de Imóveis;Cartório de Registro de Imóveis
Tabelionato de Protesto de Títulos;Cartório Mauro Ribeiro
Ofício de Registro Civil e Tabelionato de Notas - Rosário do Pontal;Cartório Manoel Martins Júnior
Ofício de Registro Civil e Tabelionato de Notas - Vau-Açu;Cartório Jalmira Cruz Soares
Ofício do Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Cartório Arruda
Ofício do Registro Civil e Tabelionato de Notas - Santana do Araçuaí;Cartório de Notas e Registro Civil
Ofício do Registro Civil e Tabelionato de Notas;Cartório Ramalho
Ofício de Registro Civil Das Pessoas Naturais;Cartório de Registro Civil de Pessoas Naturais
1º Tabelionato de Notas;Cartório do 1º Ofício de Notas
2º Tabelionato de Notas;Cartório Wilson Parrela
Ofício do Registro de Imóveis;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Gorutuba;Cartório Sioneya Campos de Oliveira
Ofício do Registro Civil e Tabelionato de Notas - Tocandira;
Tabelionato de Protesto de Títulos;
Ofício do Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Cartório Pacheco
Ofício do Registro Civil e Tabelionato de Notas - Mocambinho;Cartório Registro Civil e Notas
Ofício do Registro Civil e Tabelionato de Notas - Paciência;Porteirinha Cartório de Paz e Registro Civil
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Registro Civil e Notas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Arnaldo Freire
Ofício de Registro Civil e Tabelionato de Notas - Valão;Cartório de Registro Civil e Tabelionato de Notas
Ofício de Registro Civil Das Pessoas Naturais;Cartório Benedita Bernardes
1º Tabelionato de Notas;Ofício do 1º Tabelionato de Notas
2º Tabelionato de Notas;Segundo Tabelionato de Notas
3º Tabelionato de Notas;Cartório do Edmundo
Ofício do Registro de Imóveis;Cartório Amaral
Ofício de Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;
Tabelionato de Protesto de Títulos;
Ofício do Registro Civil e Tabelionato de Notas - São José do Pântano;Cartório do João José
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil e Notas
Ofício de Registro Civil e Tabelionato de Notas - Santana do Capivari;Cartório da Diva
Ofício de Registro Civil Das Pessoas Naturais;
1º Tabelionato de Notas;Cartório do 1º Ofício de Notas
2º Tabelionato de Notas;Cartório 2º Ofício - Maria Célia
Ofício do Registro de Imóveis;Cartório de Registro de Imóveis
1º Tabelionato de Protesto de Títulos;
Ofício do Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Cartório de Registro de Títulos e Documentos 
Ofício de Registro Civil Das Pessoas Naturais;Cartório do Registro Civil das Pessoas Naturais da Comarca de Prata-MG
1º Tabelionato de Notas;Cartorio do 1º Ofício de Notas
2º Tabelionato de Notas;Cartório Carlos Alberto de Sousa
Ofício do Registro de Títulos e Documentos e Civil Das Pessoas Jurídicas;Cartório José Henrique Rezende Vilela
Ofício de Registro Civil e Tabelionato de Notas - Jardinésia;Cartório Geral Valadão Bitencourt
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Patrimônio;Cartório de Patrimônio
Tabelionato de Protesto de Títulos;Cartório Janir Silvério
Ofício do Registro de Imóveis;
Ofício de Registro Civil Das Pessoas Naturais;Cartório do Registro Civil de Pratápolis
Ofício do Registro de Imóveis;Cartório de Registro de Imóveis 
Ofício do Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Pratápolis Cartório de Protesto e Tit. Documentos 
Tabelionato de Notas;Cartório de Notas de Pratápolis
Tabelionato de Protesto de Títulos;
Ofício de Registro Civil Das Pessoas Natrais e Tabelionato de Notas;Cartório de Registro Civil e Tabelionato de Notas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório José Eudes Vidigal
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Yvan Daguio de Oliveira Sá
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil e Notas
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Registro Civil das Pessoas Naturais
1º Tabelionato de Notas;Cartório do 1º Ofício de Notas
2º Tabelionato de Notas;Cartório José Gonçalves
Ofício do Registro de Imóveis;
Ofício de Registro Civil e Tabelionato de Notas - Galena;Cartório Natal José Fernandes
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Ponte Firme;Cartório de Registro Civil e Notas
Ofício do Registro Civil e Tabelionato de Notas;Cartório Registro Civil e Notas de Prudente de Morais
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Serviço Registral de Pessoas Naturais e Notarial
Ofício de Registro Civil e Tabelionato de Notas - Quartel de São João;Cartório de Registro Civil e Notas de Quartel São João
Ofício do Registro Civil e Tabelionato de Notas;Cartório de Registro Civil e Tabelionato de Notas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Ofício do Registro Civil e Tabelionato de Notas de Raposos
Ofício de Registro Civil Das Pessoas Naturais;Cartório de Registro Civil
1º Tabelionato de Notas e Registro de Titulos e Documentos e Civil de Pessoas Juridicas;Cartório Pacheco
2º Tabelionato de Notas e Protesto de Títulos;Cartório do 2º Ofício
Ofício do Registro de Imóveis;Serventia Registral de Imóveis ´Edward Leão´
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Bicuíba;Cartório Bicuíba
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Santana do Tabuleiro;
Ofício de Registro Civil e Tabelionato de Notas - São Sebastião do Óculo;Cartório de Paz e Notas
Ofício de Registro Civil e Tabelionato de Notas - São Vicente Da Estrela;Cartório de Paz e Notas
Ofício de Registro Civil e Tabelionato de Notas - Vermelho Velho;Serviço Registral e Notarial de Vermelho Velho
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Francisco de Almeida
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas -  Angaturama;Cartório de Registro Civil de Pessoas Naturais e Notas
Ofício de Registro Civil e Tabelionato de Notas - Conceição Da Boa Vista;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Jacarandira;Registro de Pessoas Naturais e Notas
Ofício do Registro de Imóveis;Cartório do Registro de Imóveis
Tabelionato de Protestos Títulos;Tabelionato de Protesto de Títulos de Resende Costa
Ofício de Registro Civil Das Pessoas Naturais;Cartório do Registro Civil das Pessoas Naturais
1º Tabelionato de Notas;Cartório do 1º Ofício de Notas
2º Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Barroca
1º Tabelionato de Notas;Cartório Adelson Júnior
2º Tabelionato de Notas e Protesto de Títulos;Cartório Maria Célia Botelho Cunha Vieira
Ofício de Registro de Imóveis;Cartório de Registro de Imóveis da Comarca de Resplendor 
Ofício do Registro Civil e Tabelionato de Notas - Bom Pastor;Cartório Luciano Gomes de Medeiros
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Independência;Cartório de Vila Independência
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Campo Alegre de Minas;Cartório José Francisco dos Reis
Ofício do Registro Civil e Tabelionato de Notas - Calixto;Cartório Rita de Cácia Pazine e Souza
Ofício do Registro Civil e Tabelionato de Notas;Cartório Jamil Feres de Lima
Ofício do Registro Civil e Tabelionato de Notas;Cartório Registro Civil de Notas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Riacho
Ofício de Registro Civil Das Pessoas Naturais;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Justinópolis;Cartório Registro Civil e Notas de Justinópolis
Ofício do Registro de Títulos e Documentos e Civil de Pessoas Jurídicas;Cartório de Registro de Títulos e Documentos
1º Tabelionato de Notas;Takayanagui Ferreira
2º Tabelionato de Notas;Cartório do 2º Ofício de Notas
Tabelionato de Protesto de Títulos;Tabelionato Felipetto Malta
Ofício do Registro de Imóveis;Cartório de Registro de Imóveis
Ofício do Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Serventia Registral, Notarial Cardilo Clemente
Ofício de Registro Civil Das Pessoas Naturais;
1º Tabelionato de Notas;Serventia Gomes
2º Tabelionato de Notas;Cartório de Antônio Carlos Lopes Ribeiro
Ofício do Registro de Imóveis;Serviço Registral Imobiliário 
Ofício do Registro de Títulos e Documentos e Civil de Pessos Jurídicas;
Ofício do Registro Civil e Tabelionato de Notas - Jurumirim;
1º Tabelionato de Protesto de Títulos;
Ofício do Registro Civil e Tabelionato de Notas;Cartório de Registro Civil e Notas de Rio Doce
Ofício do Registro Civil e Tabelionato de Notas;Rio do Prado Cartório de Paz e Notas
Ofício de Registro Registro de Imóveis e Anexos   ;Cartório Gilberto Silveira
Ofício do Registro Civil e Tabelionato de Notas - Piranguita;Cartório de Registro Civil e Notas
Ofício de Registro Civil  Das Pessoas Naturais e Tabelionato de Notas;Cartório J. Reis
Ofício do Registro Civil e Tabelionato de Notas - Rio Melo;Cartório Monteiro
Ofício de Registro Civil Das Pessoas Naturais;Registro Civil das Pessoas Naturais
Ofício de Registro Civil e Tabelionato de Notas - Souza;Cartório Custódia Gomes da Silva
Ofício de Registro Civil Das Pessoas Naturais;Cartório da Fernanda
2º Tabelionato de Notas;Cartório Liviston
Ofício do Registro de Imóveis;
Ofício do Registro Civil Das Pessoas Jurídicas;
Ofício do Registro de Títulos e Documentos;
Tabelionato de Protesto de Titulos;Tabelionato Silva Ribeiro
1º Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais;
1º Tabelionato de Notas;
2º Tabelionato de Notas;
Ofício do Registro de Imóveis, Títulos e Documentos e Civil de Pessoas Jurídicas;
Ofício do Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Abaeté Dos Mendes;Cartório de registro Civil de Abaeté de Mendes
1º Tabelionato de Protesto de Títulos;
